原始文本,省,市,区
武义王山尖世纪路000-0号,浙江省,金华市,武义县
浙江省温州市乐清市柳市镇东风工业区腾飞路000号,浙江省,温州市,乐清市
河南省信阳市光山县光辉大道财富广场0单元0号楼,河南省,信阳市,光山县
绍兴市绍兴县柯桥街道万商路,浙江省,绍兴市,绍兴县
白云街道歌山路北0000号,广东省,广州市,白云区
柯桥区东浦镇中都物流电联,浙江省,绍兴市,柯桥区
浙江杭州萧山宁围真金一村000号,浙江省,杭州市,萧山区
浙江省衢州市衢江区,浙江省,衢州市,衢江区
浙江省宁波市慈溪市白沙路街道中兴小区00号楼,浙江省,宁波市,慈溪市
浙江省镇海区镇海炼油厂宿舍00栋,浙江省,宁波市,镇海区
浙江省温岭市横峰镇石刺头三区,浙江省,台州市,温岭市
浙江省金华市义乌市香港城0区00单元,浙江省,金华市,义乌市
丽水丽水龙泉市青瓷宝剑园区章生路00号,浙江省,丽水市,龙泉市
新疆库尔勒市华凌市场五金区00栋房头,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市
义乌市下付小区000栋七单元,浙江省,金华市,义乌市
民乐镇新市场余育能家电城,甘肃省,张掖市,民乐县
浙江省宁波市奉化市南渡路000号拜耳阳光雨篷,浙江省,宁波市,奉化市
温州市瑞安市塘厦镇海安海洞北街00号,浙江省,温州市,瑞安市
金华金华市永康市江南街道王染店小区,浙江省,金华市,永康市
舟山市_普陀区东港街道浙能兰园一幢二单元,上海市,上海市,普陀区
浙江省宁波市余姚市宁波市余姚市河姆渡镇车厩村光明,浙江省,宁波市,余姚市
余杭区闲林街道留和路荆山翠谷,浙江省,杭州市,余杭区
丽水龙泉市莱茵花园富景苑,浙江省,丽水市,龙泉市
浙江省温州市乐清市沙洪路000号,浙江省,温州市,乐清市
浙江省杭州市滨江区火炬大道000号,浙江省,杭州市,滨江区
温州市鹿城区过境公路快鹿集团旁中国建筑,浙江省,温州市,鹿城区
浙江省永康市石柱镇瑶山村瑶石路00号飞鸿实验有限公司八楼,浙江省,金华市,永康市
登云路0000号西城时代商务中心00幢000楼,北京市,北京市,西城区
浙江省宁波市海曙区新典路0000号华展设计院,浙江省,宁波市,海曙区
浙江省杭州市江干区赶海人旗舰店,浙江省,杭州市,江干区
浙江省杭州市余杭区玉都佳苑,浙江省,杭州市,余杭区
浙江省温州市鹿城区万江路安澜大厦A栋,浙江省,温州市,鹿城区
深圳市宝安区西乡智汇创新中心A座,广东省,深圳市,宝安区
浦江县岩头镇西黄村一区,浙江省,金华市,浦江县
浙江杭州市滨江区浙江省杭州市_滨江区浦沿街道信诚路0000号科达投资大厦三楼超凡学校,浙江省,杭州市,滨江区
浙江省杭州市上城区西湖街道玉皇山路00号,浙江省,杭州市,上城区
文教街道范江岸路000弄丽晶国际,湖北省,武汉市,江岸区
安徽省石台县七都镇河口村河口队,安徽省,池州市,石台县
上饶市广丰区大塘梅苑小区-0楼,江西省,上饶市,广丰区
中国浙江省温州市永嘉县塔下路0号,浙江省,温州市,永嘉县
浙江省宁波市镇海区银凤路00号,浙江省,宁波市,镇海区
河南省方城县广阳镇后寨村,河南省,南阳市,方城县
宁波江东区曙光北路波波城,浙江省,宁波市,江东区
金清镇林家工业区浙江三联农业科技有限公司,贵州省,贵阳市,清镇市
甘肃省天水市清水县远门乡单魏村000号,甘肃省,天水市,清水县
浙江省金华市婺城区双溪西路000号,浙江省,金华市,婺城区
郭巷街道江苏省苏州市吴中区车坊镇淞泽家园0区00幢,江苏省,苏州市,吴中区
浙江_绍兴_诸暨市大桥东路00号诸暨农商银行0楼,浙江省,绍兴市,诸暨市
浙江省杭州市余杭区黄湖永峥路00号国家电网,浙江省,杭州市,余杭区
富阳区孙权路000号,浙江省,杭州市,富阳区
杭州市余杭区乔司镇永西村三组000号,浙江省,杭州市,余杭区
嘉兴平湖环城东路000号中信银行,浙江省,嘉兴市,平湖市
浙江省温州市瓯海区今汇路,浙江省,温州市,瓯海区
云南昭通市鲁甸县桃源乡邮政,云南省,昭通市,鲁甸县
广西省兴安县湘漓镇洲上村委会,广西壮族自治区,桂林市,兴安县
浙江金华市婺城区东莱路000号00楼浙江中匠园林建设有限公司,浙江省,金华市,婺城区
钱库镇新华北路000号后幢,河北省,石家庄市,新华区
台州温岭横峰镇石刺头0区,浙江省,台州市,温岭市
浙江省台州市温岭市松门镇东南工业区,浙江省,台州市,温岭市
余杭街道余杭经济开发区临平大道000号,浙江省,杭州市,余杭区
浙江省温州市乐清市友谊路000号,浙江省,温州市,乐清市
中山北路缪缪服装店,辽宁省,大连市,中山区
杭州市萧山区新塘街道付娄村,浙江省,杭州市,萧山区
内蒙古自治区呼和浩特市市辖区六安市金安区汁铺飞翔物流园A区AAAA,内蒙古自治区,呼和浩特市,市辖区
浦江县黄宅镇杨林村二区,浙江省,金华市,浦江县
狮山镇广东省佛山南海官窑厚西村北一巷0号,广东省,佛山市,南海区
浙江省杭州市萧山区宁围镇二桥村桥园路000号,浙江省,杭州市,萧山区
浙江省嘉兴秀洲区水果市场0区-,浙江省,嘉兴市,秀洲区
高桥镇长乐村光阳路000号,福建省,福州市,长乐区
义乌市荷叶塘听涛南路00号00楼,浙江省,金华市,义乌市
浙江省杭州市西湖区中兴文都苑00幢0单元,浙江省,杭州市,西湖区
杭州市余杭区乔司镇五星工业园000栋,浙江省,杭州市,余杭区
杭州下城区建国北路000号云龙十一景,浙江省,杭州市,下城区
浙江省温岭市大溪镇白塔村田洋000号,浙江省,台州市,温岭市
义乌市廿三里西澄村四村头佳佳超市电联,浙江省,金华市,义乌市
杭州杭州市余杭区中泰街道中泰路000号,浙江省,杭州市,余杭区
浙江省绍兴市柯桥区中国轻纺城北一区八楼,浙江省,绍兴市,柯桥区
南湖区纺工路赞成学士院0栋,浙江省,嘉兴市,南湖区
红庙坡街道白家口大兴郡一期八号楼六单元,北京市,北京市,大兴区
白云区江高镇私企工业区夏荷路00-00号,广东省,广州市,白云区
泉州市永春县石鼓镇桃场村0组,福建省,泉州市,永春县
四川省宜宾市江安县四面山乡场坝村王扁组,四川省,宜宾市,江安县
杭州市江干区下沙街道东城大厦,浙江省,杭州市,江干区
莲都区丽青路000号电联,浙江省,丽水市,莲都区
梧桐街道石门路000号浙江先锋机械有限公司,湖南省,常德市,石门县
安徽省安庆市大观区湖滨街A0栋八单元,安徽省,安庆市,大观区
路桥机电五金城北区,浙江省,台州市,路桥区
浙江省衢州市柯城区讲舍街000号蓝天嘉苑,浙江省,衢州市,柯城区
上海上海市长宁区延安西路0000号绿地海怡酒店,上海市,上海市,长宁区
浙江省台州市椒江区解放北路00号A幢00楼,浙江省,台州市,椒江区
浙江省温州市平阳县汇水河路,浙江省,温州市,平阳县
上虞盖北镇纬五路国邦药业,浙江省,绍兴市,上虞区
江口街道大闸路永丰路000号,贵州省,铜仁市,江口县
辽宁省抚顺市东洲区东方上城00号楼0单元,辽宁省,抚顺市,东洲区
广东省深圳市宝安区沙井沙三上下围创业工业园0栋一楼,广东省,深圳市,宝安区
杭州市江干区解放东路茶厂宿舍,浙江省,杭州市,江干区
蚌埠市禹会区东海大道西长青乡政府,安徽省,蚌埠市,禹会区
义乌市东山路一号_八楼,浙江省,金华市,义乌市
海宁市许巷连树汇,浙江省,嘉兴市,海宁市
河北省石家庄市桥西区河北省石家庄市桥西区中山路大谈华园00号楼0单元,河北省,石家庄市,桥西区
浙江省宁波市镇海区蛟川街道南洪化工区镇浦路0000号,浙江省,宁波市,镇海区
慈溪市附海镇新塘路000号电联,浙江省,宁波市,慈溪市
浙江省温州市永嘉县瓯北镇鲍斯高服饰有限公司西服六组,浙江省,温州市,永嘉县
金华义乌佛堂镇大城路0000号,浙江省,金华市,义乌市
浙江省宁波市北仑区新大路东海明园00号楼,浙江省,宁波市,北仑区
新华街道广州市花都区大华二路00号,广东省,广州市,花都区
浙江省宁波市江北区慈城镇新横八路00号,浙江省,宁波市,江北区
滨海园区0道00路000号,江苏省,盐城市,滨海县
浙江省宁波市宁海区得力辛岭工业园应收组,浙江省,宁波市,宁海区
浙江省金华市婺城区双龙南街0000号环球商务大厦A座走廊下丰巢,浙江省,金华市,婺城区
浙江省台州市临海市前江南路00号,浙江省,台州市,临海市
西湖区体育场路000号省直房产电联,浙江省,杭州市,西湖区
天台山西路0000号客运中心五楼,浙江省,台州市,天台县
温州市永嘉县桥下镇八里路000号,浙江省,温州市,永嘉县
宁波市鄞州区五乡镇明伦村中车产业园,浙江省,宁波市,鄞州区
四川省大竹县凤凰城A区00栋00楼,四川省,达州市,大竹县
嘉兴市南湖区纺工路与南溪路交叉口米罗咖啡厅,浙江省,嘉兴市,南湖区
杭州市下城区凤起路000号,浙江省,杭州市,下城区
云南省文山州砚山县稼依镇月贰支龙村,云南省,文山壮族苗族自治州,砚山县
浙江省嘉兴市南湖区中环西路000号丝绸广场000楼面料一部,浙江省,嘉兴市,南湖区
浙江省杭州市西湖区莫干山路西溪河下0000-0号美容美发,浙江省,杭州市,西湖区
湖北省孝感市大悟县湖北省孝感市大悟县刘集镇刘集村,湖北省,孝感市,大悟县
温州市鹿城区新桥头美组团,浙江省,温州市,鹿城区
浙江省台州市温岭市泽国镇高坦村,浙江省,台州市,温岭市
浙江省绍兴市上虞区杭州湾上虞工业园振兴大道0号,浙江省,绍兴市,上虞区
浙江省-杭州市-上城区江城路办公室,浙江省,杭州市,上城区
浙江-杭州市-西湖区杭州市西湖区浙大路000号浙江大学曹光彪大楼,浙江省,杭州市,西湖区
新市镇果山头_星宇皮件有限公司,新疆维吾尔自治区,乌鲁木齐市,新市区
龙井路0号杭州西湖风景名胜区,吉林省,延边朝鲜族自治州,龙井市
杭州市富阳区银湖街道金竺村,浙江省,杭州市,富阳区
浙江杭州江干区池塘庙路百合公寓,浙江省,杭州市,江干区
苍南县灵溪镇时代广场十四幢,浙江省,温州市,苍南县
浙江省丽水市缙云县壶镇镇东山樟树路000号,浙江省,丽水市,缙云县
河南省舞阳县章化乡赵庄0组0000号,河南省,漯河市,舞阳县
浙江省温州市乐清市城市中心大道东村,浙江省,温州市,乐清市
辽宁省大连市甘井子区轻工苑大连工业大学图书馆,辽宁省,大连市,甘井子区
台州市椒江区葭芷街道黄海公路0000号客运总站00楼,浙江省,台州市,椒江区
浙江义乌宾王广场A座,浙江省,金华市,义乌市
浙江省金华市义乌市青口后村0栋0单元0楼,浙江省,金华市,义乌市
义乌市苏溪镇新厅村000号,浙江省,金华市,义乌市
桐乡濮院镇宏完南路0000号0栋00楼,浙江省,嘉兴市,桐乡市
浙江省杭州市西湖区文三路000号东信大厦,浙江省,杭州市,西湖区
金华义乌市西陈五区000栋电联,浙江省,金华市,义乌市
浙江省杭州市江干区丁桥镇,浙江省,杭州市,江干区
浙江省杭州市下城区文晖路000号浙江交通集团大厦0楼浙江亦民医药有限公司,浙江省,杭州市,下城区
温岭市横峰镇后洋郑,浙江省,台州市,温岭市
宁波鄞州区潘火街道金达路000号金谷小区,浙江省,宁波市,鄞州区
江苏省南通市通州区姜灶温州中路00号苏里南,北京市,北京市,通州区
浙江省金华市永康市古山镇伯清中路000号,浙江省,金华市,永康市
浙江省温州市乐清市柳市象阳工业区,浙江省,温州市,乐清市
浙江省-台州市-仙居县坎头大桥,浙江省,台州市,仙居县
浙江宁波海曙区开明街000弄-000号城隍庙商业步行街地下室,浙江省,宁波市,海曙区
义乌市义乌江东山口新村,浙江省,金华市,义乌市
浙江省台州市黄岩区新前街道屿下村000号,浙江省,台州市,黄岩区
广东省深圳市市辖区布吉布澜路联创科技园0期000栋0号电梯六楼,广东省,深圳市,市辖区
金华市义乌市青口村青口西区00栋,浙江省,金华市,义乌市
球场街办事处解放大道0000号安静小区0栋0楼,河南省,焦作市,解放区
江苏省苏州市常熟市梅李镇师桥村委旁佳发运输公司,江苏省,苏州市,常熟市
龙华街道深圳市龙华新区龙华街道三联路弓村二区00栋000栋,广东省,深圳市,龙华新区
乐清市北白象镇富康东路000号,浙江省,温州市,乐清市
解放东路财富金融中心-西楼,河南省,焦作市,解放区
绍兴诸暨市暨阳街道艮塔东路000号,浙江省,绍兴市,诸暨市
宁波海曙区药行街000号酷购0楼,浙江省,宁波市,海曙区
浙江省诸暨市东白湖镇斯宅村000号,浙江省,绍兴市,诸暨市
浙江省德清县新市西栅外北高桥,浙江省,湖州市,德清县
浙江省宁波市慈溪市浒山街道天九街新天地购物中心0楼电联,浙江省,宁波市,慈溪市
杭州市萧山区进化镇墅上王工业园区,浙江省,杭州市,萧山区
余姚市小曹娥镇鑫鑫电镀厂,浙江省,宁波市,余姚市
绍兴柯桥区经地自在城,浙江省,绍兴市,柯桥区
拱墅区金华路000号白瑞运河大酒店,浙江省,杭州市,拱墅区
瓯海区丽岙镇茶塘西街000号,浙江省,温州市,瓯海区
浙江省湖州吴兴区苕溪路笤溪商住楼电联,浙江省,湖州市,吴兴区
浙江省杭州市江干区下沙智格新城大厦北楼,浙江省,杭州市,江干区
浙江省宁波市海曙区联丰路000号,浙江省,宁波市,海曙区
福州市晋安区鼓山镇前横路幼儿园,福建省,福州市,晋安区
浙江省台州市三门县健跳镇,浙江省,台州市,三门县
温州市龙湾区沙城永强大道0000号0楼,浙江省,温州市,龙湾区
浙江省嘉兴市南湖区余北大街00号,浙江省,嘉兴市,南湖区
富阳区新建路000幢,浙江省,杭州市,富阳区
西湖科技园西元五路00号,浙江省,杭州市,西湖区
绍兴柯桥北六区,浙江省,绍兴市,柯桥区
浙江省杭州市余杭区南苑街道联胜工业园,浙江省,杭州市,余杭区
山西省晋中市太谷县胡村镇西吾村,山西省,晋中市,太谷县
台州温岭城东街道楼山村0区,浙江省,台州市,温岭市
四季青街道杭海路老保太和,辽宁省,锦州市,太和区
浙江省临海市杜桥镇长清巷00号,浙江省,台州市,临海市
陕西省西安市未央区朱宏路蓝箭小区,陕西省,西安市,未央区
